00000206,00000007
00000997,00000007
00000912,00000007
00000534,00000007
00000040,00000007
00000323,00000007
00000779,00000007
00000646,00000007
00000608,00000007
00000076,00000007
00000301,00000007
00000188,00000007
00000977,00000007
00000702,00000008
00000799,00000008
00000222,00000008
00000064,00000008
00000281,00000008
00000738,00000008
00000100,00000008
00000488,00000008
00000413,00000008
00000464,00000008
00000349,00000008
00000017,00000008
00000355,00000008
00000288,00000008
00000507,00000008
00000837,00000008
00000346,00000008
00000360,00000008
00000628,00000008
00000678,00000008
00000750,00000008
00000008,00000008
00000701,00000008
00000664,00000008
00000521,00000008
00000013,00000008
00000947,00000008
00000106,00000008
00000557,00000008
00000385,00000008
00000527,00000008
00000859,00000008
00000589,00000008
00000776,00000008
00000685,00000008
00000295,00000008
00000293,00000008
00000568,00000008
00000848,00000008
00000367,00000008
00000847,00000008
00000917,00000008
00000765,00000008
00000089,00000008
00000084,00000008
00000604,00000008
00000285,00000008
00000846,00000008
00000512,00000008
00000481,00000008
00000676,00000008
00000844,00000008
00000453,00000008
00000501,00000009
00000241,00000009
00000663,00000009
00000773,00000009
00000284,00000009
00000912,00000009
00000271,00000009
00000288,00000009
00000576,00000009
00000171,00000009
00000405,00000009
00000173,00000009
00000062,00000009
00000939,00000009
00000837,00000009
00000858,00000009
00000188,00000009
00000229,00000009
00000704,00000009
00000904,00000009
00000597,00000009
00000687,00000009
00000835,00000009
00000067,00000009
00000310,00000009
00000475,00000009
00000432,00000009
00000634,00000009
00000417,00000009
00000524,00000009
00000290,00000009
00000044,00000009
00000333,00000009
00000497,00000009
00000379,00000009
00000973,00000009
00000308,00000009
00000645,00000009
00000547,00000009
00000309,00000009
00000419,00000009
00000198,00000009
00000586,00000009
00000092,00000009
00000854,00000009
00000942,00000009
00000677,00000009
00000234,00000009
00000452,00000009
00000491,00000009
00000263,00000009
00000343,00000009
00000564,00000009
00000656,00000010
00000780,00000010
00000892,00000010
00000809,00000010
00000620,00000010
00000245,00000010
00000290,00000010
00000092,00000010
00000627,00000010
00000866,00000010
00000292,00000010
00000144,00000010
00000895,00000010
00000463,00000010
00000725,00000010
00000986,00000010
00000264,00000010
00000128,00000010
00000959,00000010
00000613,00000010
00000135,00000010
00000052,00000010
00000607,00000010
00000175,00000010
00000975,00000010
00000922,00000010
00000562,00000010
00000070,00000010
00000905,00000010
00000467,00000010
00000469,00000010
00000650,00000010
00000076,00000010
00000284,00000010
00000492,00000010
00000447,00000010
00000733,00000010
00000885,00000010
00000147,00000010
00000086,00000010
00000997,00000010
00000929,00000010
00000180,00000010
00000973,00000010
00000237,00000010
00000262,00000010
00000346,00000010
00000672,00000010
00000035,00000010
00000136,00000010
00000107,00000010
00000490,00000010
00000395,00000010
